timestamp,a picture of an animal moving,a picture of an animal eating,a picture of an animal resting,anomaly_score,is_anomaly
0.0,0.5618559916814169,0.3401602804660797,0.09798371326178312,4.20173911084206,True
1.0010000000000001,0.630490630865097,0.2904462143778801,0.0790631475392729,3.461263638019338,True
2.0020000000000002,0.6511215686798095,0.26456325948238374,0.08431515116244555,3.0757451163540765,True
3.003,0.591124427318573,0.2732010006904602,0.13567453920841216,3.323793967484775,True
4.0040000000000004,0.6599578619003296,0.2183587908744812,0.1216833233833313,2.894480491158687,True
5.005,0.6464251220226288,0.20454325079917907,0.14903162717819213,3.675038620349918,True
6.006,0.6615314662456513,0.18966464549303055,0.1488039091229439,3.6685392344823002,True
7.007000000000001,0.6865494191646576,0.18080250918865204,0.1326481059193611,3.207430435239695,True
8.008000000000001,0.7633481442928314,0.15569498166441917,0.08095691222697496,1.7320928147846935,False
9.009,0.8176608979701996,0.11407149955630302,0.06826764661818743,1.3699237567436218,False
10.01,0.9187731266021728,0.0672183245420456,0.014008563943207264,0.17870494001575424,False
11.011000000000001,0.9307989597320556,0.058941862732172015,0.010259181028231978,0.2857174748949604,False
12.012,0.9488255858421326,0.04502001628279686,0.00615440527908504,0.4028734090814803,False
13.013,0.9501018404960633,0.043682437390089035,0.006215742183849215,0.4011227696271203,False
14.014000000000001,0.9586407661437988,0.034436029940843584,0.006923222122713924,0.38093032106932945,False
15.015,0.9615890860557557,0.031380392238497735,0.007030568411573767,0.4014461215928906,False
16.016000000000002,0.9594287753105164,0.032377518340945245,0.008193740807473659,0.38258891227630965,False
17.017,0.9646231293678283,0.0251225583255291,0.010254355520009995,0.49064927366767774,False
18.018,0.9683479189872741,0.021876803785562515,0.009775297529995442,0.5389937728559816,False
19.019000000000002,0.9659880042076111,0.025339820235967637,0.008672205172479153,0.48741322543189414,False
20.02,0.9651924967765808,0.025667854025959967,0.009139675367623567,0.4825272646795498,False
21.021,0.9642521142959595,0.02630431465804577,0.009443597961217165,0.47304738253431017,False
22.022000000000002,0.9666356801986694,0.026525422185659408,0.006838914030231536,0.4697540550329166,False
23.023,0.9636670112609863,0.030115299671888352,0.0062177201034501195,0.4223408819811457,False
24.024,0.966531264781952,0.027932462096214295,0.005536285717971623,0.45114263618343436,False
25.025000000000002,0.9626119136810303,0.03193620219826698,0.005451871291734278,0.42292469339414074,False
26.026,0.9665066361427307,0.029251309111714363,0.004242053651250899,0.4574545494759541,False
27.027,0.9630223989486695,0.03179026246070862,0.00518733561038971,0.43047490484723444,False
28.028000000000002,0.9656813621520997,0.029454877227544786,0.004863748047500849,0.44259636523999085,False
29.029,0.9654617547988892,0.02950292229652405,0.005035312287509442,0.4403880841077918,False
30.03,0.9626479029655457,0.030913274735212326,0.006438820064067841,0.4120931485260087,False
31.031,0.9611595511436463,0.03247310072183609,0.0063673312775790695,0.3971268953549472,False
32.032000000000004,0.9527466893196106,0.0400080818682909,0.007245207205414772,0.37174042484521025,False
33.033,0.9395468354225158,0.05025709308683872,0.010196041502058505,0.2875195636386597,False
34.034,0.920446240901947,0.06596354432404042,0.013590177427977324,0.19064626544698954,False
35.035000000000004,0.9278096556663513,0.06060686931014061,0.011583440098911523,0.2479213033105134,False
36.036,0.930015480518341,0.05838369056582451,0.011600787658244372,0.2474261801555108,False
37.037,0.9406543254852295,0.049677674472332,0.009667975036427379,0.30259130540346757,False
38.038000000000004,0.9529271841049194,0.04074320308864117,0.006329600722528994,0.3978730906484541,False
39.039,0.968799602985382,0.02812996171414852,0.0030704245204105974,0.49089445307416213,False
40.04,0.9697876334190368,0.027438313886523246,0.002774065430276096,0.4993529482956344,False
41.041000000000004,0.9698837518692016,0.026749036088585854,0.003367236047051847,0.4848538661239874,False
42.042,0.971610152721405,0.024441592302173375,0.00394827218260616,0.5022138423397176,False
43.043,0.9763990044593811,0.019838589057326318,0.0037624184042215347,0.5693523440484347,False
44.044000000000004,0.9785445809364319,0.01675264574587345,0.004702774621546268,0.6153165049480513,False
45.045,0.9718797206878662,0.021283089369535445,0.006837172387167812,0.5478369634763052,False
46.046,0.9693185687065125,0.02425534650683403,0.006426040688529611,0.5035661226002599,False
47.047000000000004,0.9655849575996399,0.028128622192889453,0.006286371499300003,0.44587489211598824,False
48.048,0.9630889177322388,0.03054191917181015,0.006369103793986142,0.4165278114554244,False
49.049,0.9343513727188111,0.05719487294554711,0.008453719620592891,0.33724782168519,False
50.050000000000004,0.9296717047691345,0.0626328743994236,0.0076953835086897016,0.35889177522780563,False
51.051,0.9307905912399292,0.061482247337698935,0.007727137138135731,0.35798548305768274,False
52.052,0.9321178078651429,0.05981453433632851,0.008067649998702109,0.3482667786216441,False
53.053000000000004,0.9237333297729492,0.06614430136978626,0.010122375562787056,0.28962209066096234,False
54.054,0.9388144969940185,0.05015960969030857,0.011025895923376083,0.2638343793777462,False
55.055,0.9307422876358032,0.05620424337685108,0.013053481094539165,0.2059643154845573,False
56.056000000000004,0.9313340187072754,0.05598912239074707,0.012676884420216084,0.21671290149465208,False
57.057,0.9295428276062012,0.0579134251922369,0.012543759588152171,0.22051246693184132,False
58.058,0.9391186833381653,0.050368808768689634,0.010512514202855528,0.2784869983604928,False
59.059000000000005,0.9574584484100341,0.03645684290677309,0.006084726355038583,0.4048621412165964,False
60.06,0.9750564575195313,0.02190885003656149,0.00303470843937248,0.5385164539656184,False
61.061,0.9766836047172547,0.02025629170238972,0.0030601231148466466,0.5631307937319935,False
62.062,0.979220199584961,0.018132719770073892,0.002647110586985946,0.5947607337949301,False
63.063,0.9731819868087769,0.0230401748791337,0.0037778789876028894,0.5216657241091324,False
64.06400000000001,0.9750322103500366,0.02132238671183586,0.0036454190732911227,0.5472516418478358,False
65.065,0.9767997026443481,0.01821509264409542,0.004985230532474816,0.5935338155877038,False
66.066,0.9679057359695434,0.025755462236702442,0.006338830501772463,0.4812223677685308,False
67.06700000000001,0.9596386909484863,0.031449890322983266,0.008911441313102841,0.3964056416097214,False
68.068,0.9573354721069336,0.03414667416363955,0.008517881063744426,0.3586735309235785,False
69.069,0.9445733785629272,0.04481382891535759,0.010612843465059996,0.27562346350301575,False
70.07000000000001,0.9394586086273193,0.04936381354928017,0.01117760194465518,0.2595044812954048,False
71.071,0.9425446629524231,0.0470430813729763,0.010412281658500434,0.28134777275779166,False
72.072,0.9442779302597046,0.04495500400662422,0.010767092648893594,0.27122098007056783,False
73.07300000000001,0.9523761391639709,0.03730799276381731,0.010315901273861528,0.3091510371075529,False
74.074,0.961791455745697,0.028043471463024616,0.01016508978791535,0.44714318561759003,False
75.075,0.9688153982162475,0.02212369404733181,0.00906092901714146,0.5353164195895116,False
76.07600000000001,0.9711942672729492,0.017832767963409425,0.010972980828955769,0.5992284221845671,False
77.077,0.9789180397987366,0.01220482075586915,0.008877157932147384,0.6830549364377211,False
78.078,0.9784596562385559,0.011829074192792177,0.009711264166980982,0.6886515640292424,False
79.07900000000001,0.9786283612251282,0.011517326440662145,0.00985431419685483,0.6932949493389525,False
80.08,0.97703917324543,0.012691029929555953,0.010269811260513961,0.6758130027938758,False
81.081,0.9804417689641317,0.010947271094967922,0.008610969564567009,0.7017857455029429,False
