timestamp,running,walking,standing,sitting,lying,anomaly_score,is_anomaly
0.0,0.256061315536499,0.26572224497795105,0.3578844666481018,0.08243473619222641,0.03789726831018925,2.3880498113355157,False
0.9617948717948718,0.23345091566443443,0.26236696541309357,0.36198215931653976,0.10063049755990505,0.041569501627236605,2.5091041584657257,True
1.9235897435897436,0.22433787882328032,0.3015396952629089,0.3527879357337952,0.08682040944695472,0.03451412012800574,1.2450697086560711,False
2.8853846153846154,0.18867541551589967,0.33145217299461366,0.3603337943553925,0.08682958409190178,0.032709067780524494,1.878857496784848,False
3.847179487179487,0.2007576882839203,0.34943134188652036,0.3340591013431549,0.0868646688759327,0.028887217957526447,1.3038437863332917,False
4.808974358974359,0.2118188738822937,0.35217971801757814,0.33435279726982114,0.07585396394133567,0.025794673431664705,1.4572869343296646,False
5.770769230769231,0.22940220534801484,0.3720122992992401,0.31890671253204345,0.057933049649000166,0.02174576194956899,1.9863231482434194,False
6.732564102564102,0.24840576946735382,0.343501216173172,0.31833370327949523,0.06228713169693947,0.02747220639139414,1.3734217665794048,False
7.694358974358974,0.25892584919929507,0.3279135346412659,0.3198139727115631,0.061888108402490614,0.031458549201488495,1.4644673319706836,False
8.656153846153845,0.25492595732212064,0.3405043363571167,0.30490562915802,0.06395227387547493,0.03571182638406754,1.2741064028757263,False
9.617948717948718,0.24823162853717803,0.3503523826599121,0.2979915618896484,0.06712780073285103,0.03629663437604904,1.2751195392886172,False
10.57974358974359,0.2497898668050766,0.3485536515712738,0.2935724973678589,0.0699198879301548,0.03816408887505531,1.4783607049442788,False
11.541538461538462,0.23596929013729095,0.3484758257865906,0.29526389837265016,0.07866986840963364,0.041621096432209015,1.4005699621049494,False
12.503333333333332,0.2240239381790161,0.34632842540740966,0.3053416430950165,0.08044524043798447,0.04386073052883148,0.9370753526792219,False
13.465128205128204,0.22143990993499757,0.3370689570903778,0.31368705034255984,0.08224293142557144,0.04556112587451935,1.1254242978411797,False
14.426923076923076,0.2155577600002289,0.33239630460739134,0.3220256447792053,0.0831658512353897,0.04685441553592682,1.2944072625195457,False
15.388717948717948,0.20411530882120132,0.3298777863383293,0.3337946832180023,0.08406390249729156,0.04814829025417566,1.4634666715108218,False
16.35051282051282,0.20088685552279154,0.3347416917483012,0.33785857756932575,0.07971841345230739,0.04679443563024203,1.2976965212683347,False
